Incident ID,Incident Date,Incident Time,Day of Week,Month,Year,Time of Day,Daytime/Weekend/Weekday,Crime Category,Repeat Offender,Crime Location Type,Suspect Age,Suspect Sex,Suspect Descent,Arrest Made,Charge Filed,Outcome,Victim Injury,Victim Status,Time to Resolution,District,Latitude,Longitude,Crime Severity,Repeat Victim,Victim Occupation,Suspect Occupation
803,2020-10-11,19:17:35,Sunday,October,2020,Evening,Night,Violent Crime,Yes,Commercial,30,Male,Indian,No,No,Open,None,Alive,319,West,75.0490125,52.836332,Minor,Yes,Professor Emeritus,"Production assistant, television"
804,2023-05-13,13:04:32,Saturday,May,2023,Afternoon,Daytime,Property Crime,No,Residential,55,Male,Other,No,No,Solved,None,Deceased,160,East,75.4634495,161.402109,Severe,No,"Scientist, research (physical sciences)","Investment banker, operational"
805,2024-06-10,19:01:17,Monday,June,2024,Evening,Night,White Collar Crime,Yes,Commercial,46,Male,Other,Yes,Yes,Open,Gunshot wound,Deceased,316,West,-55.9802815,147.821710,Minor,Yes,Hydrographic surveyor,"Surveyor, building"
806,2022-07-02,16:26:36,Saturday,July,2022,Afternoon,Daytime,Cyber Crime,No,Industrial,37,Male,Other,Yes,Yes,Open,None,Alive,297,South,17.8748265,139.344936,Severe,Yes,"Scientist, research (maths)",Arts administrator
807,2023-11-24,14:15:54,Friday,November,2023,Afternoon,Daytime,Violent Crime,Yes,Public,58,Male,Indian,Yes,Yes,Under Investigation,Stab wound,Alive,90,South,62.1655355,-47.188752,Severe,Yes,"Nurse, learning disability","Geneticist, molecular"
808,2022-08-13,17:38:11,Saturday,August,2022,Afternoon,Daytime,Drug Offense,No,Residential,47,Female,Other,Yes,Yes,Solved,Fractures,Alive,285,East,-57.5268785,-11.422105,Moderate,No,"Teacher, secondary school",Freight forwarder
809,2024-05-15,09:37:00,Wednesday,May,2024,Morning,Daytime,Property Crime,No,Industrial,60,Female,Indian,Yes,Yes,Under Investigation,Severe lacerations,Alive,139,East,31.3900305,59.807640,Minor,No,"Civil engineer, contracting",Theatre manager
810,2022-08-24,13:03:22,Wednesday,August,2022,Afternoon,Daytime,Property Crime,Yes,Public,38,Female,Indian,Yes,No,Solved,Minor cuts and bruises,Alive,274,Central,-69.535472,53.926039,Minor,Yes,Licensed conveyancer,Accounting technician
811,2020-12-02,00:28:03,Wednesday,December,2020,Morning,Daytime,Property Crime,Yes,Public,18,Male,Indian,Yes,Yes,Open,No visible injuries,Deceased,168,South,-1.6634855,136.134828,Minor,Yes,Civil Service fast streamer,"Surveyor, hydrographic"
812,2021-09-02,04:23:22,Thursday,September,2021,Morning,Daytime,Drug Offense,No,Industrial,56,Male,Indian,No,No,Under Investigation,None,Alive,194,North,89.254678,-177.307783,Minor,Yes,Adult nurse,Adult nurse
813,2022-08-21,22:36:59,Sunday,August,2022,Evening,Night,Cyber Crime,Yes,Residential,40,Male,Other,Yes,Yes,Closed,Fractures,Deceased,46,South,34.1763805,-120.852943,Moderate,No,"Scientist, forensic",Advertising account planner
814,2024-04-01,19:57:03,Monday,April,2024,Evening,Night,Drug Offense,Yes,Residential,40,Female,Indian,No,No,Closed,Minor cuts and bruises,Deceased,232,North,-26.510001,-32.712235,Severe,No,"Scientist, biomedical",Illustrator
815,2022-03-31,23:34:17,Thursday,March,2022,Evening,Night,White Collar Crime,No,Industrial,46,Female,Other,Yes,Yes,Open,Internal injuries,Deceased,322,South,17.745337,143.954873,Severe,No,Product manager,Publishing rights manager
816,2022-08-11,15:27:26,Thursday,August,2022,Afternoon,Daytime,Drug Offense,No,Commercial,39,Male,Indian,No,No,Closed,None,Deceased,323,West,-86.001449,129.360602,Moderate,No,Toxicologist,Tourist information centre manager
817,2022-07-03,20:11:47,Sunday,July,2022,Evening,Night,Drug Offense,Yes,Residential,50,Male,Other,No,No,Closed,Severe lacerations,Deceased,327,South,1.730425,-131.053798,Severe,Yes,"Designer, exhibition/display",Musician
818,2023-11-18,12:22:28,Saturday,November,2023,Afternoon,Daytime,White Collar Crime,Yes,Industrial,56,Female,Other,No,No,Under Investigation,None,Deceased,152,West,3.5963795,-30.561694,Moderate,Yes,Environmental consultant,"Education officer, museum"
819,2023-11-12,06:42:52,Sunday,November,2023,Morning,Daytime,White Collar Crime,Yes,Public,36,Female,Indian,No,No,Solved,None,Deceased,103,Central,-20.459173,75.419610,Moderate,Yes,Chief Marketing Officer,Charity officer
820,2021-06-19,11:20:56,Saturday,June,2021,Morning,Daytime,Violent Crime,No,Residential,43,Female,Other,Yes,Yes,Under Investigation,None,Deceased,239,Central,-75.9830425,-45.257475,Moderate,Yes,Media buyer,Learning mentor
821,2023-01-23,08:10:30,Monday,January,2023,Morning,Daytime,Property Crime,No,Commercial,33,Male,Indian,Yes,Yes,Open,Head injury,Deceased,114,East,13.0504645,179.861880,Severe,Yes,Licensed conveyancer,Ecologist
822,2022-06-03,02:09:20,Friday,June,2022,Morning,Daytime,White Collar Crime,Yes,Industrial,45,Male,Indian,No,No,Under Investigation,None,Alive,342,North,-78.1040835,110.229407,Severe,Yes,Retail merchandiser,Immunologist
823,2022-09-18,04:35:19,Sunday,September,2022,Morning,Daytime,Cyber Crime,Yes,Public,19,Male,Indian,No,No,Closed,Broken bones,Deceased,266,Central,76.509817,156.514424,Minor,Yes,IT consultant,Cabin crew
824,2022-12-20,10:20:17,Tuesday,December,2022,Morning,Daytime,White Collar Crime,Yes,Industrial,35,Female,Indian,No,No,Open,None,Alive,65,South,30.4851045,154.115913,Minor,Yes,Early years teacher,Mechanical engineer
825,2022-07-04,11:34:30,Monday,July,2022,Morning,Daytime,Violent Crime,No,Industrial,21,Female,Other,Yes,Yes,Open,None,Deceased,190,Central,-19.0176855,83.669881,Moderate,No,Accommodation manager,Product designer
826,2021-05-05,19:45:23,Wednesday,May,2021,Evening,Night,Violent Crime,No,Public,54,Male,Indian,Yes,Yes,Under Investigation,None,Alive,127,Central,3.303840,-54.739189,Severe,Yes,Clothing/textile technologist,Art gallery manager
827,2023-03-26,21:38:14,Sunday,March,2023,Evening,Night,Violent Crime,No,Industrial,37,Female,Indian,Yes,No,Closed,None,Deceased,198,South,11.6994215,167.126178,Moderate,No,Tour manager,Animator
828,2022-10-04,07:50:08,Tuesday,October,2022,Morning,Daytime,Violent Crime,Yes,Commercial,38,Female,Indian,No,No,Solved,Head injury,Alive,126,South,-86.5945415,66.538212,Severe,Yes,Fitness centre manager,"Engineer, petroleum"
829,2021-07-01,22:39:04,Thursday,July,2021,Evening,Night,White Collar Crime,No,Public,22,Female,Other,Yes,Yes,Solved,None,Deceased,170,Central,-62.433538,34.879385,Moderate,No,"Surveyor, planning and development",Banker
830,2022-04-01,04:20:34,Friday,April,2022,Morning,Daytime,White Collar Crime,Yes,Industrial,34,Female,Other,No,No,Under Investigation,Broken bones,Alive,145,West,-53.175541,-148.650296,Minor,Yes,Administrator,Furniture designer
831,2023-08-07,01:02:40,Monday,August,2023,Morning,Daytime,Property Crime,Yes,Industrial,23,Male,Other,Yes,No,Solved,None,Deceased,97,South,87.3253455,131.932383,Severe,No,Higher education careers adviser,Broadcast journalist
832,2022-11-02,16:34:07,Wednesday,November,2022,Afternoon,Daytime,Property Crime,Yes,Commercial,40,Male,Indian,Yes,Yes,Closed,Fractures,Alive,132,Central,66.867026,1.716349,Severe,No,Geochemist,"Lecturer, higher education"
833,2021-12-20,04:41:18,Monday,December,2021,Morning,Daytime,Violent Crime,No,Commercial,26,Female,Other,No,No,Open,None,Alive,319,West,49.568102,-52.181461,Minor,No,Private music teacher,"Scientist, research (medical)"
834,2020-02-25,15:04:23,Tuesday,February,2020,Afternoon,Daytime,Violent Crime,No,Industrial,46,Male,Other,No,No,Open,None,Deceased,170,Central,12.708565,-8.902922,Severe,Yes,Archivist,"Scientist, research (physical sciences)"
835,2021-09-22,20:02:34,Wednesday,September,2021,Evening,Night,Property Crime,Yes,Commercial,28,Female,Indian,Yes,Yes,Solved,Head injury,Deceased,103,West,-59.3476325,121.409207,Minor,No,Financial planner,Air traffic controller
836,2024-08-01,13:43:47,Thursday,August,2024,Afternoon,Daytime,Cyber Crime,No,Residential,46,Female,Indian,No,No,Closed,None,Alive,96,Central,-49.8171375,-50.622804,Moderate,No,"Teacher, music","Research officer, government"
837,2024-03-14,23:36:44,Thursday,March,2024,Evening,Night,Drug Offense,No,Public,62,Female,Other,Yes,No,Open,Gunshot wound,Alive,92,West,-41.765081,59.822873,Severe,Yes,Garment/textile technologist,Drilling engineer
838,2020-04-29,02:45:02,Wednesday,April,2020,Morning,Daytime,White Collar Crime,No,Industrial,25,Female,Other,Yes,Yes,Solved,Stab wound,Deceased,359,North,-10.671597,3.407902,Minor,No,Graphic designer,Estate manager/land agent
839,2023-04-29,00:32:23,Saturday,April,2023,Morning,Daytime,White Collar Crime,No,Public,23,Female,Indian,No,No,Open,None,Deceased,74,North,-74.077126,-126.174217,Severe,No,Copy,"Therapist, sports"
840,2022-10-22,02:46:35,Saturday,October,2022,Morning,Daytime,Drug Offense,Yes,Residential,42,Female,Indian,No,No,Open,Severe lacerations,Deceased,141,West,-45.7022585,-169.601047,Severe,Yes,Architectural technologist,"Social research officer, government"
841,2021-05-20,21:48:39,Thursday,May,2021,Evening,Night,Violent Crime,Yes,Public,58,Female,Other,No,No,Closed,None,Alive,226,South,-48.4129365,-137.830410,Minor,No,Corporate treasurer,Dentist
842,2021-08-03,04:37:03,Tuesday,August,2021,Morning,Daytime,Drug Offense,No,Commercial,32,Female,Other,Yes,Yes,Open,Stab wound,Alive,16,North,14.405590,-169.945396,Moderate,Yes,Merchant navy officer,Homeopath
843,2022-12-05,16:59:27,Monday,December,2022,Afternoon,Daytime,Property Crime,No,Public,22,Female,Indian,Yes,Yes,Solved,None,Deceased,181,North,61.265044,-171.419880,Moderate,Yes,Fast food restaurant manager,Theatre stage manager
844,2020-02-01,06:55:26,Saturday,February,2020,Morning,Daytime,Cyber Crime,Yes,Public,20,Female,Indian,Yes,Yes,Under Investigation,None,Alive,328,North,8.6080435,3.799667,Moderate,No,Chartered legal executive (England and Wales),"Teacher, special educational needs"
845,2023-02-26,12:08:37,Sunday,February,2023,Afternoon,Daytime,Cyber Crime,Yes,Residential,63,Male,Indian,Yes,Yes,Solved,Internal injuries,Alive,329,East,-72.6283195,39.813623,Minor,Yes,Emergency planning/management officer,Media planner
846,2022-02-22,12:16:22,Tuesday,February,2022,Afternoon,Daytime,White Collar Crime,No,Residential,23,Male,Other,Yes,No,Under Investigation,Broken bones,Deceased,40,West,-49.650642,-65.753791,Severe,No,"Scientist, research (physical sciences)",Electrical engineer
847,2021-02-23,06:20:12,Tuesday,February,2021,Morning,Daytime,Drug Offense,No,Residential,33,Male,Other,Yes,Yes,Solved,Gunshot wound,Alive,336,West,-60.0559445,-8.898727,Minor,Yes,Television camera operator,Television floor manager
848,2020-10-25,05:17:59,Sunday,October,2020,Morning,Daytime,White Collar Crime,No,Public,59,Female,Indian,Yes,Yes,Solved,None,Deceased,151,East,-45.5751045,12.026703,Severe,No,Freight forwarder,Psychotherapist
849,2022-03-25,14:51:44,Friday,March,2022,Afternoon,Daytime,Drug Offense,Yes,Public,43,Female,Indian,Yes,No,Under Investigation,Internal injuries,Deceased,218,Central,-40.360123,32.041443,Minor,Yes,Personal assistant,Media planner
850,2020-10-29,11:30:25,Thursday,October,2020,Morning,Daytime,Drug Offense,Yes,Industrial,37,Male,Other,No,No,Closed,None,Deceased,319,West,-49.8112705,-40.711565,Severe,No,Editorial assistant,Legal secretary
851,2023-10-22,04:39:39,Sunday,October,2023,Morning,Daytime,Violent Crime,Yes,Industrial,47,Male,Other,Yes,Yes,Under Investigation,None,Alive,266,South,-68.2817715,20.879630,Moderate,No,Midwife,"Geologist, wellsite"
852,2022-12-29,15:51:14,Thursday,December,2022,Afternoon,Daytime,Violent Crime,No,Commercial,29,Male,Other,Yes,No,Under Investigation,None,Alive,100,East,21.1384895,-68.905506,Minor,Yes,"Engineer, communications","Designer, industrial/product"
853,2023-11-29,22:23:32,Wednesday,November,2023,Evening,Night,White Collar Crime,No,Residential,44,Female,Other,Yes,No,Under Investigation,No visible injuries,Deceased,360,Central,24.5978275,173.736765,Severe,No,Theatre director,Financial risk analyst
854,2020-01-05,09:23:59,Sunday,January,2020,Morning,Daytime,White Collar Crime,No,Commercial,36,Male,Indian,Yes,Yes,Solved,None,Deceased,73,West,-53.363799,-163.441985,Moderate,Yes,Prison officer,Osteopath
855,2020-10-21,20:06:34,Wednesday,October,2020,Evening,Night,Cyber Crime,No,Public,19,Female,Indian,Yes,Yes,Under Investigation,None,Alive,356,West,14.242094,-24.631768,Minor,No,"Engineer, communications",Plant breeder/geneticist
856,2020-01-10,13:35:42,Friday,January,2020,Afternoon,Daytime,Cyber Crime,No,Residential,64,Female,Other,Yes,Yes,Open,No visible injuries,Alive,312,Central,74.6382765,-56.906481,Minor,No,Operations geologist,Volunteer coordinator
857,2024-02-15,23:32:53,Thursday,February,2024,Evening,Night,Drug Offense,No,Commercial,28,Male,Indian,Yes,Yes,Closed,None,Deceased,203,East,71.037277,48.266244,Severe,Yes,Operational researcher,Ophthalmologist
858,2020-07-08,08:52:51,Wednesday,July,2020,Morning,Daytime,Violent Crime,No,Public,42,Female,Other,Yes,Yes,Solved,None,Deceased,352,Central,-42.7415585,-90.156613,Severe,Yes,IT sales professional,Community development worker
859,2024-04-14,05:16:56,Sunday,April,2024,Morning,Daytime,Cyber Crime,No,Residential,61,Female,Indian,No,No,Open,Severe lacerations,Deceased,142,South,30.601760,-94.551855,Moderate,Yes,Teaching laboratory technician,Newspaper journalist
860,2021-12-08,16:37:34,Wednesday,December,2021,Afternoon,Daytime,Drug Offense,No,Public,32,Female,Indian,No,No,Closed,None,Alive,56,North,-56.2464745,-42.833339,Severe,No,Adult nurse,"Programmer, systems"
861,2022-09-01,04:52:21,Thursday,September,2022,Morning,Daytime,Cyber Crime,Yes,Residential,23,Female,Other,Yes,Yes,Under Investigation,None,Deceased,43,East,3.448980,92.744103,Moderate,Yes,English as a foreign language teacher,Insurance underwriter
862,2020-03-29,06:50:11,Sunday,March,2020,Morning,Daytime,Cyber Crime,No,Public,57,Female,Indian,Yes,Yes,Under Investigation,Minor cuts and bruises,Alive,50,West,-53.1134905,-34.374100,Severe,Yes,"Engineer, maintenance",Midwife
863,2020-02-18,04:02:48,Tuesday,February,2020,Morning,Daytime,Property Crime,No,Residential,55,Female,Indian,No,No,Closed,None,Alive,359,Central,77.3376765,51.728364,Minor,Yes,Ergonomist,Accounting technician
864,2021-11-16,11:59:41,Tuesday,November,2021,Morning,Daytime,White Collar Crime,Yes,Commercial,29,Female,Indian,No,No,Solved,None,Deceased,153,East,73.5091355,27.740950,Severe,No,Contracting civil engineer,Forensic scientist
865,2021-09-11,22:06:46,Saturday,September,2021,Evening,Night,Cyber Crime,Yes,Public,35,Male,Other,Yes,Yes,Open,Minor cuts and bruises,Alive,22,West,-56.353388,29.482667,Moderate,No,Systems analyst,Quantity surveyor
866,2023-01-27,06:07:26,Friday,January,2023,Morning,Daytime,White Collar Crime,No,Industrial,48,Female,Other,No,No,Open,None,Deceased,147,North,36.062545,148.968149,Minor,No,Control and instrumentation engineer,Airline pilot
867,2023-05-16,07:52:05,Tuesday,May,2023,Morning,Daytime,White Collar Crime,Yes,Public,43,Female,Indian,No,No,Under Investigation,None,Deceased,30,West,23.6825715,5.205120,Minor,Yes,Insurance claims handler,Curator
868,2022-06-20,01:37:52,Monday,June,2022,Morning,Daytime,White Collar Crime,No,Industrial,55,Male,Indian,No,No,Solved,Broken bones,Deceased,169,Central,-20.1341135,33.234651,Severe,Yes,"Therapist, sports",Financial adviser
869,2023-12-06,20:53:10,Wednesday,December,2023,Evening,Night,Cyber Crime,Yes,Public,60,Male,Other,No,No,Solved,None,Deceased,224,North,-40.9269515,86.603610,Minor,No,"Programmer, applications",Applications developer
870,2023-06-27,00:02:56,Tuesday,June,2023,Morning,Daytime,Cyber Crime,Yes,Residential,57,Female,Indian,Yes,Yes,Open,Minor cuts and bruises,Deceased,268,West,51.370976,-22.982928,Moderate,No,"Physicist, medical",Civil Service administrator
871,2022-08-18,04:43:44,Thursday,August,2022,Morning,Daytime,White Collar Crime,No,Commercial,32,Male,Indian,No,No,Under Investigation,No visible injuries,Deceased,289,East,-46.222745,-99.106805,Severe,No,"Engineer, manufacturing systems",Information systems manager
872,2021-02-09,03:48:17,Tuesday,February,2021,Morning,Daytime,White Collar Crime,No,Commercial,19,Male,Other,No,No,Closed,None,Alive,122,West,3.1748805,-67.718105,Moderate,No,Technical author,"Therapist, horticultural"
873,2021-05-09,01:18:36,Sunday,May,2021,Morning,Daytime,Violent Crime,No,Industrial,19,Female,Other,No,No,Solved,None,Alive,37,North,-61.8817295,-112.088763,Severe,Yes,Forensic psychologist,"Teacher, special educational needs"
874,2022-06-09,23:14:33,Thursday,June,2022,Evening,Night,White Collar Crime,No,Industrial,43,Female,Indian,Yes,Yes,Under Investigation,Severe lacerations,Deceased,73,West,-40.1451605,-147.207402,Minor,Yes,Health promotion specialist,"Teacher, primary school"
875,2023-02-26,15:52:04,Sunday,February,2023,Afternoon,Daytime,Drug Offense,No,Residential,30,Female,Indian,Yes,Yes,Solved,Severe lacerations,Deceased,148,North,21.0412075,-40.112001,Minor,Yes,"Lecturer, higher education","Therapist, occupational"
876,2024-06-17,11:28:00,Monday,June,2024,Morning,Daytime,Drug Offense,Yes,Residential,21,Female,Other,Yes,Yes,Open,Severe lacerations,Alive,8,North,-20.0296045,-122.194490,Severe,No,"Surveyor, building control","Surveyor, hydrographic"
877,2020-06-24,16:40:44,Wednesday,June,2020,Afternoon,Daytime,White Collar Crime,No,Industrial,46,Male,Indian,No,No,Closed,Severe lacerations,Alive,15,North,1.665187,47.715003,Severe,No,Training and development officer,Radio broadcast assistant
878,2022-09-13,06:12:49,Tuesday,September,2022,Morning,Daytime,Drug Offense,Yes,Public,26,Male,Other,Yes,No,Closed,None,Deceased,47,Central,67.668913,-57.112478,Moderate,Yes,Communications engineer,"Physicist, medical"
879,2023-08-03,17:42:47,Thursday,August,2023,Afternoon,Daytime,Cyber Crime,No,Public,53,Female,Indian,No,No,Open,None,Deceased,36,North,-67.553883,138.146162,Severe,Yes,Fitness centre manager,Sports administrator
880,2022-12-04,15:39:54,Sunday,December,2022,Afternoon,Daytime,Violent Crime,Yes,Residential,35,Male,Indian,No,No,Closed,Severe lacerations,Alive,152,West,-49.665761,-158.346749,Severe,Yes,Acupuncturist,Computer games developer
881,2023-04-15,06:48:41,Saturday,April,2023,Morning,Daytime,Drug Offense,No,Industrial,30,Male,Other,No,No,Under Investigation,None,Alive,8,South,-82.434521,20.025522,Severe,Yes,"Lecturer, higher education","Scientist, clinical (histocompatibility and immunogenetics)"
882,2023-05-24,17:13:44,Wednesday,May,2023,Afternoon,Daytime,Cyber Crime,Yes,Commercial,64,Female,Indian,No,No,Under Investigation,None,Deceased,168,Central,-60.171966,-123.608633,Moderate,Yes,Waste management officer,"Surveyor, building"
883,2021-08-22,08:28:25,Sunday,August,2021,Morning,Daytime,White Collar Crime,Yes,Residential,48,Male,Other,Yes,Yes,Closed,Fractures,Deceased,148,North,-3.359729,164.920237,Moderate,Yes,"Surveyor, building control",Operational researcher
884,2021-03-24,22:00:19,Wednesday,March,2021,Evening,Night,Violent Crime,No,Commercial,60,Male,Other,No,No,Open,No visible injuries,Alive,66,Central,-67.7161395,-162.457048,Moderate,Yes,Manufacturing systems engineer,"Engineer, maintenance (IT)"
885,2023-07-03,03:23:13,Monday,July,2023,Morning,Daytime,White Collar Crime,No,Public,61,Female,Other,Yes,Yes,Solved,None,Deceased,83,West,83.3228485,-117.798523,Minor,No,Paramedic,"Engineer, maintenance (IT)"
886,2022-11-17,23:02:25,Thursday,November,2022,Evening,Night,White Collar Crime,Yes,Commercial,32,Female,Other,No,No,Solved,None,Alive,90,Central,-62.327723,-106.219787,Severe,No,Government social research officer,Fashion designer
887,2021-06-15,09:25:43,Tuesday,June,2021,Morning,Daytime,Property Crime,No,Commercial,55,Female,Indian,No,No,Open,Internal injuries,Alive,185,East,13.263866,53.668163,Severe,Yes,"Engineer, civil (contracting)","Engineer, electronics"
888,2020-02-05,17:52:54,Wednesday,February,2020,Afternoon,Daytime,Violent Crime,No,Residential,26,Male,Other,Yes,Yes,Solved,None,Alive,179,West,-14.6967315,44.765902,Minor,Yes,"Engineer, structural",Sales executive
889,2020-11-12,21:44:17,Thursday,November,2020,Evening,Night,White Collar Crime,Yes,Commercial,52,Female,Other,Yes,Yes,Closed,None,Alive,12,West,75.350007,14.861496,Minor,No,Learning mentor,Food technologist
890,2024-05-01,22:36:44,Wednesday,May,2024,Evening,Night,White Collar Crime,No,Residential,62,Male,Other,Yes,Yes,Closed,None,Alive,140,South,43.8908625,130.970589,Moderate,No,"Engineer, petroleum",Systems developer
891,2020-06-07,05:45:29,Sunday,June,2020,Morning,Daytime,Violent Crime,Yes,Public,58,Female,Indian,Yes,Yes,Under Investigation,None,Deceased,178,North,87.4435505,-121.921964,Moderate,Yes,Geochemist,Podiatrist
892,2020-11-11,11:04:12,Wednesday,November,2020,Morning,Daytime,Cyber Crime,No,Public,30,Male,Other,Yes,Yes,Open,Broken bones,Alive,224,South,-79.9487755,-126.355912,Severe,Yes,Land,Lawyer
893,2020-12-21,22:47:54,Monday,December,2020,Evening,Night,White Collar Crime,No,Public,28,Female,Indian,No,No,Open,Stab wound,Deceased,305,North,-14.0280315,-127.473680,Minor,Yes,Financial adviser,Immunologist
894,2020-07-20,23:45:56,Monday,July,2020,Evening,Night,White Collar Crime,No,Industrial,28,Female,Indian,Yes,Yes,Under Investigation,None,Alive,140,East,15.1096275,77.794200,Minor,No,Database administrator,"Journalist, broadcasting"
895,2021-11-30,09:09:39,Tuesday,November,2021,Morning,Daytime,Property Crime,Yes,Industrial,47,Male,Other,Yes,Yes,Under Investigation,None,Alive,35,Central,-26.108565,-105.956417,Severe,No,Archaeologist,"Teacher, early years/pre"
896,2020-06-17,01:27:43,Wednesday,June,2020,Morning,Daytime,Violent Crime,Yes,Industrial,28,Male,Indian,Yes,Yes,Under Investigation,Fractures,Deceased,242,South,37.9423735,113.726830,Moderate,Yes,Sub,Farm manager
897,2023-08-11,18:27:34,Friday,August,2023,Evening,Night,Drug Offense,No,Commercial,57,Male,Indian,No,No,Under Investigation,Gunshot wound,Deceased,11,North,-31.6218005,154.569889,Minor,No,Chief Strategy Officer,Learning mentor
898,2021-06-26,06:28:05,Saturday,June,2021,Morning,Daytime,White Collar Crime,Yes,Commercial,20,Female,Other,Yes,No,Open,Internal injuries,Deceased,76,West,-10.7137605,-125.232325,Moderate,Yes,"Production assistant, radio","Production designer, theatre/television/film"
899,2021-09-19,05:23:52,Sunday,September,2021,Morning,Daytime,White Collar Crime,Yes,Residential,64,Female,Other,No,No,Under Investigation,None,Alive,52,East,37.773828,-39.415787,Severe,No,Quality manager,"Engineer, aeronautical"
900,2023-11-07,02:17:47,Tuesday,November,2023,Morning,Daytime,Drug Offense,Yes,Residential,59,Female,Indian,Yes,Yes,Open,Gunshot wound,Deceased,92,Central,-47.119134,143.573883,Moderate,Yes,"Engineer, site","Teacher, early years/pre"
901,2023-06-09,08:43:47,Friday,June,2023,Morning,Daytime,White Collar Crime,Yes,Public,21,Male,Indian,No,No,Open,None,Alive,273,Central,25.4294335,-39.259825,Minor,Yes,Newspaper journalist,Diplomatic Services operational officer
902,2021-02-10,00:58:22,Wednesday,February,2021,Morning,Daytime,Cyber Crime,No,Commercial,18,Male,Other,Yes,Yes,Closed,None,Deceased,270,East,70.1381785,110.807703,Moderate,No,Recruitment consultant,Clinical molecular geneticist
903,2021-12-29,00:42:45,Wednesday,December,2021,Morning,Daytime,Property Crime,No,Industrial,56,Male,Other,No,No,Closed,Minor cuts and bruises,Deceased,261,East,2.6841505,123.778030,Minor,Yes,Health and safety inspector,Actor
904,2022-08-07,23:46:13,Sunday,August,2022,Evening,Night,Violent Crime,No,Industrial,21,Male,Indian,Yes,No,Closed,None,Alive,82,West,-33.164746,32.316562,Minor,No,Equality and diversity officer,Horticultural consultant
905,2022-09-05,20:18:23,Monday,September,2022,Evening,Night,Cyber Crime,Yes,Residential,34,Female,Other,Yes,Yes,Solved,Broken bones,Alive,328,South,6.7244415,-161.234286,Severe,No,Physiological scientist,Agricultural consultant
906,2020-03-09,06:33:54,Monday,March,2020,Morning,Daytime,White Collar Crime,No,Industrial,42,Female,Indian,Yes,Yes,Under Investigation,None,Alive,268,Central,-77.048329,-151.344280,Minor,No,Optometrist,Youth worker
907,2022-07-23,08:20:54,Saturday,July,2022,Morning,Daytime,Drug Offense,No,Industrial,40,Female,Other,No,No,Closed,None,Deceased,61,Central,-0.9833275,165.602899,Minor,No,Agricultural engineer,"Surveyor, commercial/residential"
908,2023-04-01,17:10:00,Saturday,April,2023,Afternoon,Daytime,White Collar Crime,Yes,Residential,45,Male,Indian,Yes,Yes,Solved,None,Alive,131,South,22.9440285,-33.194390,Severe,No,Armed forces logistics/support/administrative officer,"Librarian, academic"
909,2020-05-18,01:33:26,Monday,May,2020,Morning,Daytime,Cyber Crime,No,Commercial,26,Female,Indian,Yes,No,Under Investigation,None,Alive,73,South,3.695730,170.916981,Minor,No,Commissioning editor,Web designer
910,2020-02-13,18:59:12,Thursday,February,2020,Evening,Night,Drug Offense,No,Public,43,Male,Other,No,No,Solved,Head injury,Deceased,295,Central,51.1326595,158.440896,Severe,Yes,Chief Technology Officer,"Teacher, primary school"
911,2020-04-16,13:55:26,Thursday,April,2020,Afternoon,Daytime,Cyber Crime,Yes,Public,51,Female,Indian,Yes,No,Solved,Broken bones,Deceased,345,East,68.9314145,131.900296,Severe,Yes,Paramedic,Health service manager
912,2020-11-08,19:49:17,Sunday,November,2020,Evening,Night,Drug Offense,No,Commercial,39,Male,Other,No,No,Open,None,Alive,5,Central,-41.4999395,-114.722715,Severe,Yes,"Designer, furniture","Surveyor, building"
913,2022-01-12,08:16:54,Wednesday,January,2022,Morning,Daytime,Cyber Crime,No,Residential,49,Male,Other,No,No,Under Investigation,None,Alive,244,South,39.6737515,144.666798,Moderate,No,Gaffer,Office manager
914,2021-09-26,22:47:28,Sunday,September,2021,Evening,Night,Drug Offense,Yes,Commercial,29,Male,Indian,No,No,Solved,None,Deceased,166,South,50.1373805,104.518101,Minor,No,Ranger/warden,Cabin crew
915,2021-12-10,22:05:08,Friday,December,2021,Evening,Night,Violent Crime,No,Residential,25,Male,Indian,Yes,Yes,Open,No visible injuries,Alive,151,North,15.714551,173.976616,Severe,Yes,Proofreader,Brewing technologist
916,2022-02-04,01:59:30,Friday,February,2022,Morning,Daytime,Property Crime,Yes,Industrial,60,Male,Indian,No,No,Under Investigation,Internal injuries,Alive,188,Central,-58.2070695,-96.554094,Moderate,Yes,Politician's assistant,Recycling officer
917,2023-07-30,02:40:05,Sunday,July,2023,Morning,Daytime,Drug Offense,Yes,Residential,49,Female,Other,No,No,Solved,Head injury,Deceased,311,West,73.359374,-76.942608,Severe,Yes,Stage manager,Animator
918,2023-04-28,19:25:58,Friday,April,2023,Evening,Night,Violent Crime,No,Public,27,Female,Indian,No,No,Under Investigation,Fractures,Deceased,83,East,42.398091,127.559190,Moderate,Yes,Corporate treasurer,Art therapist
919,2022-08-10,00:37:39,Wednesday,August,2022,Morning,Daytime,Property Crime,Yes,Industrial,41,Male,Other,Yes,Yes,Closed,None,Deceased,84,South,66.4965575,77.597165,Minor,No,"Programmer, multimedia","Therapist, occupational"
920,2023-07-31,02:51:52,Monday,July,2023,Morning,Daytime,Property Crime,No,Industrial,43,Male,Indian,Yes,Yes,Closed,None,Alive,314,East,81.7920525,106.132997,Severe,No,Exercise physiologist,Bonds trader
